order_id,account_id,bank_to,account_to,amount,k_symbol
32829,2330,QR,64704280,1662,MANAGEMENT
32830,2330,EF,63786613,601,
32831,2331,GH,30773931,667,MANAGEMENT
32832,2331,MN,32200968,1408,
32833,2332,EF,63277864,3919,MANAGEMENT
32834,2334,IJ,17270642,2013,LOAN
32835,2334,ST,92322378,10707,MANAGEMENT
32836,2335,YZ,25760704,2036,MANAGEMENT
32837,2335,EF,61203175,1069,
32838,2335,UV,98547273,485,INSURANCE
32839,2335,OP,63746511,1676,
32840,2335,GH,8226937,9020,LOAN
32841,2336,KL,73208963,3058,MANAGEMENT
32842,2337,IJ,18192541,2963,MANAGEMENT
32843,2337,UV,63713687,927,
32844,2338,GH,76516425,1208,RENTAL
32845,2339,MN,60427570,3893,MANAGEMENT
32846,2341,OP,5022091,1583,MANAGEMENT
32847,2341,ST,97825383,464,
32848,2342,AB,54005241,2164,MANAGEMENT
32849,2343,UV,28312742,4723,MANAGEMENT
32850,2343,KL,67309921,4139,LOAN
32851,2344,KL,95720600,1002,MANAGEMENT
32852,2344,CD,44955593,2019,MANAGEMENT
32853,2345,QR,31917315,3328,LOAN
32854,2345,QR,16879636,3612,MANAGEMENT
32855,2346,UV,36571818,334,MANAGEMENT
32856,2346,QR,74352502,1939,
32857,2346,WX,92272942,6970,INSURANCE
32858,2346,QR,42005080,3596,
32859,2347,WX,25791567,3477,MANAGEMENT
32860,2348,UV,94846903,3057,MANAGEMENT
32861,2348,QR,662106,3349,
32862,2349,ST,98776816,1992,MANAGEMENT
32863,2350,OP,74027311,3328,LOAN
32864,2350,KL,56521683,575,MANAGEMENT
32865,2350,IJ,98643308,5263,
32866,2351,QR,91637825,9173,MANAGEMENT
32867,2352,MN,33949649,5581,MANAGEMENT
32868,2352,GH,79024326,34,
32869,2352,EF,61734002,4,INSURANCE
32870,2352,AB,25421935,824,LOAN
32871,2353,IJ,83465021,7732,MANAGEMENT
32872,2353,YZ,26668000,1968,
32873,2354,ST,23677683,9071,MANAGEMENT
32874,2357,KL,58773815,3869,MANAGEMENT
32875,2358,OP,90139603,6114,MANAGEMENT
32876,2359,YZ,54163086,3119,MANAGEMENT
32877,2360,KL,84537815,7580,MANAGEMENT
32878,2361,MN,781095,4613,MANAGEMENT
32879,2361,YZ,17524379,4352,LOAN
32880,2362,KL,47032982,2259,MANAGEMENT
32881,2363,CD,96414541,1525,MANAGEMENT
32882,2363,YZ,11521917,599,MANAGEMENT
32883,2364,CD,33847505,2033,MANAGEMENT
32884,2365,KL,22873586,3061,MANAGEMENT
32885,2366,CD,66497516,388,MANAGEMENT
32886,2366,QR,30780631,1261,MANAGEMENT
32887,2367,MN,47298574,5601,MANAGEMENT
32888,2367,KL,61017304,3678,
32890,2369,YZ,20459878,7292,MANAGEMENT
32891,2369,EF,44902819,207,
32892,2370,MN,28076833,9747,MANAGEMENT
32893,2371,UV,10878855,7101,LOAN
32894,2371,YZ,33079290,12510,MANAGEMENT
32895,2371,AB,87190907,793,
32896,2371,OP,51855623,1087,INSURANCE
32897,2371,YZ,45326221,294,
32898,2372,KL,46931564,108,MANAGEMENT
32899,2372,MN,79875886,1946,
32900,2372,GH,21510470,107,INSURANCE
32901,2372,MN,9774154,131,
32902,2373,GH,19720453,2377,MANAGEMENT
32903,2374,UV,11096793,2331,MANAGEMENT
32904,2375,UV,68029534,279,MANAGEMENT
32905,2375,KL,35131472,7022,
32906,2376,ST,7464963,4428,MANAGEMENT
32907,2377,CD,25924396,305,MANAGEMENT
32908,2377,UV,10629874,1652,MANAGEMENT
32909,2378,EF,1222903,9612,MANAGEMENT
32910,2379,AB,13537359,3190,MANAGEMENT
32911,2379,IJ,3021407,145,
32912,2379,OP,77863126,46,INSURANCE
32913,2380,QR,25673014,4206,MANAGEMENT
32914,2381,WX,94099801,9358,MANAGEMENT
32915,2382,AB,6405681,3123,MANAGEMENT
32916,2383,YZ,94815557,1897,MANAGEMENT
32917,2383,WX,50398296,3334,
32918,2383,UV,40245962,139,INSURANCE
32919,2384,YZ,37366593,4282,RENTAL
32920,2385,MN,97151100,1305,RENTAL
32921,2386,WX,88837807,2042,MANAGEMENT
32922,2386,KL,16295147,1797,
32923,2387,WX,55608665,3414,MANAGEMENT
32924,2388,QR,54345786,2328,MANAGEMENT
32925,2389,IJ,87516963,3912,MANAGEMENT
32926,2390,WX,12861097,2353,RENTAL
32927,2390,KL,62916707,2206,MANAGEMENT
32928,2390,QR,66811156,11464,
32929,2391,GH,6469798,4959,MANAGEMENT
32930,2393,KL,70831024,4292,MANAGEMENT
32931,2393,AB,73102003,1253,RENTAL
32932,2394,KL,1669449,3103,LOAN
32933,2394,IJ,38287389,3131,MANAGEMENT
32934,2394,CD,11698562,182,
32935,2394,WX,93556361,788,INSURANCE
32936,2395,IJ,13785899,3696,MANAGEMENT
32937,2396,AB,75456380,2548,MANAGEMENT
32938,2397,YZ,20025152,3113,MANAGEMENT
32939,2397,MN,30975151,16,
32940,2400,MN,98761516,1640,MANAGEMENT
32941,2401,KL,76152759,2782,MANAGEMENT
32942,2402,IJ,65373653,2384,MANAGEMENT
32943,2403,GH,38700193,3031,MANAGEMENT
32944,2404,YZ,50743573,5488,MANAGEMENT
32945,2405,KL,9480673,6407,MANAGEMENT
32946,2406,QR,54419815,3186,MANAGEMENT
32947,2407,YZ,5476630,7292,MANAGEMENT
32948,2408,QR,14278769,3017,MANAGEMENT
32949,2408,ST,51844030,53,
32950,2409,WX,68054622,5028,MANAGEMENT
32951,2410,EF,6188935,3410,MANAGEMENT
32957,2413,KL,97954469,6448,MANAGEMENT
32958,2413,MN,81122290,1496,LOAN
32959,2414,EF,6135642,465,MANAGEMENT
32960,2414,EF,64713829,1501,
32961,2415,OP,65874808,7308,MANAGEMENT
32962,2416,UV,52533727,9425,MANAGEMENT
32963,2417,YZ,83809387,1319,MANAGEMENT
32964,2417,OP,93963139,1843,
32965,2419,ST,79840576,7984,LOAN
32966,2420,YZ,71461701,2401,MANAGEMENT
32967,2421,YZ,66208350,1544,MANAGEMENT
32968,2421,MN,93932258,220,
32969,2421,OP,19669050,363,INSURANCE
32970,2422,EF,17186141,2809,MANAGEMENT
32971,2423,KL,35182595,1494,MANAGEMENT
32972,2423,AB,66884094,1317,MANAGEMENT
32973,2424,EF,92266177,14138,MANAGEMENT
32974,2425,KL,64028662,5936,MANAGEMENT
32978,2427,CD,39447444,5496,MANAGEMENT
32979,2427,YZ,61671554,868,
32980,2427,UV,48815095,2342,INSURANCE
32981,2429,QR,50382167,6786,MANAGEMENT
32982,2429,GH,91816699,369,
32983,2431,KL,96937953,1243,MANAGEMENT
32984,2431,UV,92502820,236,
32985,2431,IJ,28942603,2305,INSURANCE
32986,2431,WX,63151824,1502,RENTAL
32987,2432,GH,70597290,2554,MANAGEMENT
32988,2433,GH,28003591,1757,MANAGEMENT
32989,2434,CD,94916831,2927,MANAGEMENT
32990,2435,UV,85717063,1634,RENTAL
32991,2435,WX,21075344,7904,MANAGEMENT
32992,2437,OP,10448074,656,MANAGEMENT
32993,2437,YZ,65697604,1338,
32994,2438,GH,26398313,5817,MANAGEMENT
32995,2438,UV,62592428,705,
32996,2439,ST,16428494,2096,MANAGEMENT
32997,2440,YZ,19144922,6219,MANAGEMENT
32998,2440,KL,30988913,661,
32999,2440,GH,32329070,1230,INSURANCE
33000,2441,OP,53539413,4719,MANAGEMENT
33001,2441,ST,57518833,490,
33002,2441,ST,13103747,785,INSURANCE
33003,2442,AB,89339786,540,MANAGEMENT
33004,2442,IJ,67963898,1568,
33005,2443,OP,54071068,7034,MANAGEMENT
33006,2444,OP,60390728,2932,RENTAL
33007,2445,ST,37553960,4886,LOAN
33008,2446,KL,93986022,6372,MANAGEMENT
33009,2447,WX,57538109,6911,MANAGEMENT
33010,2448,MN,56000006,1067,MANAGEMENT
33011,2448,CD,6193393,1193,
33012,2450,OP,34500575,1455,MANAGEMENT
33013,2450,KL,21773249,7915,
33014,2451,IJ,55826187,6944,MANAGEMENT
33015,2452,WX,99223190,3244,MANAGEMENT
33016,2453,UV,32186746,2190,MANAGEMENT
33017,2455,OP,28967535,3262,MANAGEMENT
33018,2456,YZ,58417534,4187,LOAN
33019,2456,KL,71291804,9554,MANAGEMENT
33020,2457,UV,35646599,3834,MANAGEMENT
33021,2459,ST,65574568,1971,MANAGEMENT
33022,2460,MN,22791433,435,RENTAL
33024,2463,YZ,79603081,3077,MANAGEMENT
33025,2464,WX,54447740,2592,RENTAL
33026,2464,ST,28556400,5555,MANAGEMENT
33027,2464,KL,74763947,4681,
33028,2465,KL,48546957,454,MANAGEMENT
33029,2465,IJ,23477942,3176,MANAGEMENT
33030,2466,WX,78467875,37,MANAGEMENT
33031,2466,IJ,40924441,3733,
33032,2467,IJ,55811417,5332,MANAGEMENT
33033,2468,QR,32765186,2094,MANAGEMENT
33034,2469,IJ,48410499,2220,MANAGEMENT
33035,2470,CD,71474998,4511,MANAGEMENT
33036,2470,GH,17039579,2105,
33037,2470,IJ,7093429,1042,INSURANCE
33038,2471,CD,40398550,3277,MANAGEMENT
33039,2471,EF,20720190,1347,
33040,2471,UV,61662065,363,INSURANCE
33041,2471,KL,585544,205,
33042,2472,CD,61095434,4109,MANAGEMENT
33043,2472,OP,22120690,1233,RENTAL
33044,2473,IJ,16836262,1760,MANAGEMENT
33045,2473,IJ,87259512,236,
33046,2474,QR,31394452,121,MANAGEMENT
33047,2474,AB,28422999,2251,
33048,2475,OP,27521276,166,MANAGEMENT
33049,2475,ST,76343703,804,
33050,2475,AB,198555,3479,INSURANCE
33051,2475,GH,16848689,3829,
33052,2476,IJ,23237085,2854,MANAGEMENT
33053,2477,EF,3161973,3096,MANAGEMENT
33056,2479,AB,99287282,3022,MANAGEMENT
33057,2479,ST,56431281,765,
33058,2479,KL,86809700,204,INSURANCE
33059,2480,YZ,46494776,3022,RENTAL
33060,2482,AB,35457408,7381,MANAGEMENT
33061,2482,KL,67559063,127,
33062,2482,AB,8125150,85,INSURANCE
33063,2482,CD,27061575,55,
33064,2482,WX,51882064,1721,RENTAL
33065,2483,KL,97563403,4996,MANAGEMENT
33066,2483,GH,9561491,4926,
33067,2484,OP,3728384,2343,MANAGEMENT
33068,2484,OP,83567636,538,
33069,2484,GH,75644820,599,INSURANCE
33070,2484,ST,72945260,1390,
33071,2485,UV,69825196,1944,MANAGEMENT
33072,2486,OP,68277156,2043,LOAN
33073,2487,GH,18209791,1828,MANAGEMENT
33074,2487,CD,60394644,228,
33075,2487,OP,9106064,842,INSURANCE
33076,2487,OP,85525637,262,
33077,2487,ST,90879106,1557,RENTAL
33078,2488,UV,25563156,2030,MANAGEMENT
33079,2489,KL,75944941,3854,MANAGEMENT
33080,2490,ST,36983788,3526,MANAGEMENT
33081,2490,MN,39699643,649,
33082,2491,ST,7648384,1,MANAGEMENT
33083,2491,OP,47771161,3232,
33084,2492,ST,72453939,3235,MANAGEMENT
33085,2492,GH,49046558,506,MANAGEMENT
33086,2493,EF,91739165,5375,MANAGEMENT
33087,2494,AB,82410615,693,MANAGEMENT
33088,2494,AB,22744047,4206,
33089,2494,IJ,88460433,2247,INSURANCE
33090,2495,MN,76154935,856,RENTAL
33091,2496,GH,76618009,4982,MANAGEMENT
33092,2496,MN,51870715,2752,LOAN
33093,2497,IJ,38673484,3970,MANAGEMENT
33094,2497,ST,83746605,1871,RENTAL
33095,2498,AB,17819351,4223,MANAGEMENT
33096,2498,QR,47083485,1798,RENTAL
33097,2499,EF,26827723,112,MANAGEMENT
33098,2499,ST,97045737,1933,
33099,2499,EF,12857330,1858,INSURANCE
33100,2501,YZ,82897442,524,MANAGEMENT
33101,2501,QR,42648118,3142,
33102,2501,ST,57752704,745,INSURANCE
33103,2502,QR,18609726,3885,MANAGEMENT
33104,2503,CD,10819483,6279,MANAGEMENT
33105,2504,KL,41117668,5513,MANAGEMENT
33106,2505,WX,57194352,136,MANAGEMENT
33107,2505,KL,87996345,1825,MANAGEMENT
33108,2506,AB,40525519,10076,MANAGEMENT
33109,2507,ST,59955376,4556,MANAGEMENT
33110,2508,GH,89408212,2193,MANAGEMENT
33111,2509,OP,85724323,7073,MANAGEMENT
33112,2509,AB,73543202,4377,
33113,2509,OP,83953725,1950,INSURANCE
33114,2510,EF,59125840,6922,MANAGEMENT
33115,2510,CD,54819261,92,
33116,2510,QR,50671142,904,INSURANCE
33117,2511,KL,56617802,2696,MANAGEMENT
33118,2511,ST,88212847,3059,
33121,2513,YZ,17385280,2655,MANAGEMENT
33122,2514,GH,46998095,4001,MANAGEMENT
33123,2516,AB,61216103,9721,LOAN
33124,2517,CD,67803686,11769,MANAGEMENT
33126,2519,OP,87381881,1599,MANAGEMENT
33127,2520,CD,39163434,2355,MANAGEMENT
33128,2521,ST,64551746,6002,MANAGEMENT
33129,2523,OP,19635182,1819,MANAGEMENT
33130,2523,UV,19039827,82,
33131,2523,KL,57632476,41,INSURANCE
33132,2523,GH,1038826,73,
33133,2524,ST,64186239,2550,MANAGEMENT
33134,2525,ST,21251112,2408,MANAGEMENT
33135,2525,GH,99278032,2929,
33136,2526,EF,82399522,3964,MANAGEMENT
33137,2527,YZ,75348806,2323,RENTAL
33138,2527,CD,27758234,5774,MANAGEMENT
33139,2528,UV,51561528,2824,MANAGEMENT
33143,2530,KL,33356398,99,MANAGEMENT
33144,2530,KL,76112597,4379,
33145,2530,GH,66858243,3698,INSURANCE
33146,2531,KL,74343323,1614,MANAGEMENT
33147,2532,GH,75780755,12133,MANAGEMENT
33148,2534,CD,6917608,2190,MANAGEMENT
33149,2534,MN,32907408,1220,
33150,2535,OP,1460,4273,MANAGEMENT
33151,2535,QR,20700508,90,
33152,2535,QR,5892384,153,INSURANCE
33153,2536,WX,6038499,3136,MANAGEMENT
33154,2537,UV,70319515,13540,MANAGEMENT
33155,2538,EF,79103833,3689,MANAGEMENT
33156,2539,MN,2063680,1919,MANAGEMENT
33157,2539,MN,22129971,1904,MANAGEMENT
33158,2541,IJ,5857146,1822,MANAGEMENT
33159,2541,ST,76871382,2238,
33160,2541,GH,47231644,1897,INSURANCE
33161,2542,UV,28103435,435,MANAGEMENT
33162,2542,AB,12512219,2637,
33163,2542,YZ,40178102,308,INSURANCE
33164,2543,GH,60684478,2145,MANAGEMENT
33165,2544,ST,91578411,2920,MANAGEMENT
33166,2544,GH,94170903,556,
33167,2544,EF,9338546,33,INSURANCE
33168,2544,YZ,63550382,5,
33169,2545,AB,584811,2637,MANAGEMENT
33170,2545,ST,28254646,671,
33171,2545,GH,74550294,713,INSURANCE
33172,2545,ST,49701792,8933,LOAN
33173,2546,ST,27307683,4897,RENTAL
33174,2546,YZ,65769809,2985,MANAGEMENT
33175,2546,KL,17094719,1152,
33176,2546,MN,91997658,480,INSURANCE
33177,2547,KL,21153784,5492,MANAGEMENT
33178,2549,YZ,75947034,2085,MANAGEMENT
33179,2550,AB,94691901,6828,MANAGEMENT
33180,2550,MN,80567723,403,
33181,2550,GH,78013139,67,INSURANCE
33182,2550,ST,71683752,49,
33183,2551,AB,68646061,2390,RENTAL
33184,2551,WX,58459019,11601,MANAGEMENT
33185,2551,WX,38843870,2818,
33186,2552,GH,17411059,7035,MANAGEMENT
33187,2553,YZ,41427993,9687,MANAGEMENT
33188,2554,CD,41483783,7607,MANAGEMENT
33189,2555,QR,57132226,5464,MANAGEMENT
33190,2555,AB,73481118,2261,
33191,2556,WX,2889705,2006,MANAGEMENT
33192,2557,YZ,31457412,2806,MANAGEMENT
33193,2558,CD,46043479,1982,MANAGEMENT
33194,2559,AB,54144173,5123,MANAGEMENT
33195,2560,CD,63472384,1146,MANAGEMENT
33196,2560,IJ,44398903,4445,
33197,2561,CD,62003558,7764,MANAGEMENT
33198,2562,EF,27375477,2235,MANAGEMENT
33199,2563,YZ,67025834,2984,MANAGEMENT
33200,2564,GH,96319454,8086,MANAGEMENT
33201,2567,OP,14598107,2574,MANAGEMENT
33202,2568,KL,34637659,5228,MANAGEMENT
33203,2568,MN,1379150,1086,
33204,2568,OP,99602746,306,INSURANCE
33205,2569,OP,55144518,463,MANAGEMENT
33206,2569,IJ,14173150,1871,MANAGEMENT
33207,2570,KL,48350596,2051,MANAGEMENT
33208,2572,ST,86283236,7500,LOAN
33209,2574,ST,61405271,9546,MANAGEMENT
33210,2575,ST,15963220,407,MANAGEMENT
33211,2575,UV,83146077,2171,MANAGEMENT
33212,2576,IJ,24689656,8106,MANAGEMENT
33213,2577,QR,745589,3347,MANAGEMENT
33214,2578,EF,27696168,2846,MANAGEMENT
33215,2579,OP,96343248,2688,MANAGEMENT
33216,2580,AB,96968262,5016,MANAGEMENT
33217,2580,KL,10807258,1489,LOAN
33218,2581,OP,81132262,4769,MANAGEMENT
33219,2582,EF,97059088,1381,MANAGEMENT
33220,2582,ST,12887466,1748,
33221,2583,YZ,60918307,415,RENTAL
33222,2584,OP,90582960,994,MANAGEMENT
33223,2584,ST,98448490,582,MANAGEMENT
33224,2588,MN,69929891,6509,MANAGEMENT
33225,2589,YZ,35212731,2236,MANAGEMENT
33226,2589,AB,55523544,1458,MANAGEMENT
33227,2590,YZ,34911799,1300,MANAGEMENT
33228,2590,KL,50073719,660,
33229,2590,MN,76566916,60,INSURANCE
33230,2591,OP,4184359,3301,MANAGEMENT
33231,2592,KL,8464664,5129,MANAGEMENT
33232,2593,MN,41153532,7300,MANAGEMENT
33233,2594,GH,34011191,1189,RENTAL
33234,2594,CD,21398240,10912,MANAGEMENT
33235,2594,OP,75519376,506,
33236,2595,ST,2264398,3481,MANAGEMENT
33237,2596,EF,34919470,2285,MANAGEMENT
33238,2597,YZ,16589868,1398,MANAGEMENT
33239,2597,MN,7596224,1957,
33241,2600,AB,15214342,4379,MANAGEMENT
33242,2602,QR,62890523,1332,MANAGEMENT
33243,2602,WX,59156989,4073,
33244,2603,ST,30168819,3210,MANAGEMENT
33245,2604,OP,53184521,3965,MANAGEMENT
33246,2605,WX,47577834,4245,MANAGEMENT
33247,2606,AB,91720389,31,MANAGEMENT
33248,2606,GH,97712260,2443,MANAGEMENT
33249,2607,IJ,86115359,1433,MANAGEMENT
33250,2607,GH,82425427,755,
33251,2607,EF,72089344,882,INSURANCE
33252,2607,UV,50356459,1570,RENTAL
33253,2608,OP,78614222,4788,MANAGEMENT
33254,2609,WX,66515242,4882,RENTAL
33255,2610,QR,8855772,1842,MANAGEMENT
33256,2612,WX,2631092,2260,RENTAL
33257,2613,ST,6268191,941,MANAGEMENT
33258,2613,GH,49477297,2154,MANAGEMENT
33259,2614,UV,83787446,2152,MANAGEMENT
33260,2616,IJ,7358169,8188,MANAGEMENT
33261,2617,QR,48354953,166,MANAGEMENT
33262,2617,OP,4205275,1867,
33263,2618,WX,72358518,3223,MANAGEMENT
33264,2619,AB,54822903,5454,MANAGEMENT
33265,2620,YZ,32839107,3855,MANAGEMENT
33266,2621,AB,59638219,2819,MANAGEMENT
33267,2622,YZ,32006168,7067,MANAGEMENT
33268,2622,EF,66704517,5681,LOAN
33269,2623,EF,52708911,2891,MANAGEMENT
33270,2624,AB,69800835,10744,MANAGEMENT
33271,2625,CD,57670444,1922,RENTAL
33272,2625,OP,68053567,4978,MANAGEMENT
33275,2627,KL,30658924,1579,MANAGEMENT
33276,2627,YZ,29709238,561,MANAGEMENT
33277,2628,GH,64364433,3090,RENTAL
33278,2631,CD,16949427,2125,MANAGEMENT
33279,2632,EF,40250009,2042,MANAGEMENT
33280,2632,IJ,73459928,41,
33281,2632,IJ,36942219,2300,INSURANCE
33282,2636,KL,24701452,3254,MANAGEMENT
33283,2637,IJ,16977686,5194,MANAGEMENT
33284,2638,IJ,93051498,1018,MANAGEMENT
33285,2638,AB,13954824,728,
33286,2638,UV,68702125,4538,INSURANCE
33287,2639,MN,93859052,8633,MANAGEMENT
33288,2640,ST,20136499,8872,MANAGEMENT
33289,2641,WX,13973546,5126,MANAGEMENT
33290,2642,IJ,2104819,792,MANAGEMENT
33291,2642,IJ,37776649,571,
33292,2642,EF,64703529,2536,INSURANCE
33295,2644,CD,72787970,2563,MANAGEMENT
33296,2644,IJ,61139798,124,MANAGEMENT
33297,2645,IJ,14088654,389,MANAGEMENT
33298,2645,OP,46016168,631,
33299,2645,WX,18570590,5457,INSURANCE
33300,2645,ST,91531282,1010,
33301,2645,OP,4627538,725,RENTAL
33302,2646,EF,53211688,3006,RENTAL
33303,2646,MN,34138214,6232,MANAGEMENT
33304,2646,OP,72267347,528,
33305,2646,QR,99920969,300,INSURANCE
33306,2647,YZ,4161513,5303,MANAGEMENT
33307,2649,GH,28252244,5799,MANAGEMENT
33308,2649,QR,38579416,320,
33309,2649,ST,86506151,177,INSURANCE
33310,2649,AB,33442980,655,
33311,2650,AB,6979340,4563,MANAGEMENT
33312,2651,YZ,2372819,3593,RENTAL
33313,2651,IJ,13021684,10862,MANAGEMENT
33314,2652,CD,2992314,1735,MANAGEMENT
33315,2652,QR,98601030,6351,
33316,2653,YZ,49173659,6280,MANAGEMENT
33317,2653,CD,82124638,2310,
33318,2654,MN,88949298,3861,MANAGEMENT
33319,2655,WX,94447552,2216,RENTAL
33320,2655,QR,637197,2900,MANAGEMENT
33321,2655,WX,4603857,89,
33322,2655,KL,9168452,1339,INSURANCE
33323,2656,OP,41066408,409,MANAGEMENT
33324,2656,OP,42664700,1718,MANAGEMENT
33325,2657,QR,74292081,2174,MANAGEMENT
33326,2658,WX,70099252,486,MANAGEMENT
33327,2658,MN,3748625,1367,
33328,2658,CD,91022419,417,INSURANCE
33331,2661,GH,84294449,4764,MANAGEMENT
33332,2662,OP,1110756,3625,MANAGEMENT
33333,2663,KL,81498741,3877,MANAGEMENT
33334,2664,UV,60040694,3453,MANAGEMENT
33335,2664,QR,12188804,475,
33336,2666,UV,53003144,647,MANAGEMENT
33337,2666,EF,41393333,1287,
33338,2667,ST,2693307,2180,MANAGEMENT
33339,2668,YZ,53599059,9884,MANAGEMENT
33344,2670,AB,38848883,3978,MANAGEMENT
33345,2670,CD,70427286,4754,
33346,2671,QR,40581232,1984,MANAGEMENT
33347,2672,OP,87283455,2111,MANAGEMENT
33348,2672,IJ,41447466,211,
33349,2673,QR,44548678,1759,MANAGEMENT
33350,2673,MN,7310396,4111,
33351,2676,OP,32712727,1510,MANAGEMENT
33352,2676,IJ,56445985,1339,
33353,2676,ST,71575033,2348,INSURANCE
33354,2677,QR,72427195,3926,MANAGEMENT
33355,2677,KL,17019027,641,
33356,2677,YZ,61867588,1599,INSURANCE
33357,2677,YZ,80062365,158,
33358,2678,EF,97883551,3793,RENTAL
33359,2679,AB,25353056,3842,MANAGEMENT
33360,2681,ST,19728160,4662,MANAGEMENT
33361,2681,IJ,27633780,1560,RENTAL
33370,2685,CD,35602325,2576,MANAGEMENT
33371,2686,OP,79690658,1996,MANAGEMENT
33372,2687,EF,74690037,3830,MANAGEMENT
33373,2688,YZ,18395823,2802,MANAGEMENT
33374,2689,YZ,50778090,2727,MANAGEMENT
33375,2689,UV,36906784,2121,
33376,2690,YZ,55287820,2017,MANAGEMENT
33377,2691,OP,20484054,1370,LOAN
33378,2692,GH,59398072,3386,MANAGEMENT
33379,2693,IJ,79708873,5852,MANAGEMENT
33380,2694,ST,95437645,3532,MANAGEMENT
33381,2694,GH,45261365,7636,LOAN
33382,2695,ST,45832115,3923,MANAGEMENT
33383,2696,OP,90366512,3115,MANAGEMENT
33384,2697,GH,87258666,378,MANAGEMENT
33385,2697,GH,34090870,3142,
33386,2697,EF,3080630,629,INSURANCE
33387,2699,AB,41725951,4816,LOAN
33388,2699,IJ,10817695,3743,MANAGEMENT
33389,2699,CD,32435608,662,
33390,2700,GH,2221990,5221,MANAGEMENT
33391,2700,YZ,95353859,6129,
33392,2700,QR,52413690,1123,INSURANCE
33393,2700,OP,33791315,2323,
33394,2701,MN,46385306,489,MANAGEMENT
33395,2701,MN,24402356,5761,
33396,2702,WX,31848305,3537,MANAGEMENT
33397,2702,WX,90875982,29,
33398,2703,AB,7336545,2082,MANAGEMENT
33401,2705,YZ,50098043,2608,LOAN
33402,2705,GH,33252960,10723,MANAGEMENT
33403,2707,QR,17847508,3032,MANAGEMENT
33404,2707,GH,63447183,2546,
33405,2709,CD,63955408,1969,MANAGEMENT
33406,2709,UV,79388266,39,
33407,2709,KL,95859038,16,INSURANCE
33408,2711,MN,40865373,7300,MANAGEMENT
33409,2711,ST,19293779,871,RENTAL
33410,2712,EF,14783954,2976,MANAGEMENT
33411,2713,UV,34315210,3387,MANAGEMENT
33412,2715,WX,67997187,1707,MANAGEMENT
33413,2715,CD,56625884,216,
33414,2715,KL,7159662,296,INSURANCE
33415,2716,QR,36398339,989,MANAGEMENT
33416,2716,UV,78199630,7456,
33417,2717,MN,72128897,2271,MANAGEMENT
33418,2719,AB,84430861,2889,MANAGEMENT
33419,2720,ST,27251911,2608,LOAN
33420,2720,YZ,96241729,6206,MANAGEMENT
33421,2720,AB,33301061,4719,
33422,2721,QR,69068598,1544,MANAGEMENT
33423,2721,QR,48024463,2200,
33424,2721,MN,20500302,179,INSURANCE
33425,2721,ST,69458347,73,
33426,2722,KL,4174536,1671,MANAGEMENT
33427,2723,KL,3428757,5546,MANAGEMENT
33428,2724,ST,4672384,6399,MANAGEMENT
33429,2725,CD,59237199,3197,MANAGEMENT
33430,2725,WX,80807143,66,
33431,2725,IJ,64775931,461,INSURANCE
33432,2725,WX,31665891,1934,LOAN
33433,2726,EF,2342153,5297,MANAGEMENT
33434,2728,OP,99268948,2607,LOAN
33435,2728,EF,96346175,11222,MANAGEMENT
33436,2729,AB,18292260,8733,MANAGEMENT
33437,2730,YZ,36823308,2284,MANAGEMENT
33438,2731,CD,94928621,5044,MANAGEMENT
33439,2732,ST,11633754,1565,RENTAL
33440,2733,QR,12963968,780,MANAGEMENT
33441,2733,EF,39144194,1545,
33442,2734,YZ,90248888,883,MANAGEMENT
33443,2734,UV,86357444,3310,
33444,2734,UV,25696611,1293,INSURANCE
33447,2736,ST,28956604,4604,MANAGEMENT
33448,2737,WX,2289492,4456,MANAGEMENT
33449,2738,CD,1114500,7762,MANAGEMENT
33450,2738,YZ,48380392,1152,
33451,2739,WX,92235922,414,MANAGEMENT
33452,2739,AB,56375890,4173,
33453,2742,KL,76674633,128,MANAGEMENT
33454,2742,ST,59019696,4878,
33455,2743,ST,1417857,3330,MANAGEMENT
33456,2743,GH,18241173,2811,
33457,2743,QR,20341313,1870,INSURANCE
33458,2744,ST,49756062,14384,MANAGEMENT
33459,2745,AB,76602530,1076,MANAGEMENT
33460,2745,UV,59444808,3461,
33461,2745,KL,40470147,1465,INSURANCE
33462,2745,GH,33104568,3525,
33463,2746,QR,11944139,2404,MANAGEMENT
33464,2747,IJ,7507563,3826,MANAGEMENT
33466,2749,QR,23250580,14520,MANAGEMENT
33467,2750,UV,35031116,1750,MANAGEMENT
33468,2750,YZ,25649327,2229,
33469,2751,MN,89055364,826,MANAGEMENT
33470,2751,WX,57857632,2957,
33471,2753,GH,41750717,2768,LOAN
33472,2753,MN,97449540,6869,MANAGEMENT
33473,2754,WX,6736475,6985,LOAN
33474,2754,MN,10118246,2882,MANAGEMENT
33475,2754,QR,77635740,226,
33476,2755,MN,81284296,504,MANAGEMENT
33477,2755,AB,13263649,3263,MANAGEMENT
33478,2756,YZ,94753807,8702,MANAGEMENT
33479,2757,QR,31494546,2077,MANAGEMENT
33480,2758,QR,46158099,4692,MANAGEMENT
33481,2759,MN,6377709,12692,MANAGEMENT
33482,2760,OP,87346362,5369,MANAGEMENT
33483,2760,IJ,9268027,4476,
33484,2761,IJ,99762063,6238,MANAGEMENT
33485,2762,EF,73534762,4641,LOAN
33486,2762,UV,85078340,6892,MANAGEMENT
33487,2762,CD,75502043,733,
33488,2763,MN,62060552,4191,RENTAL
